City Name,CBG Code,Year,Median Household Income,Population Above Poverty,Population Below Poverty,Population With A Ratio Of Income To Poverty Level Below 0.5,Population With A Ratio Of Income To Poverty Level Between 0.5 And 0.99
New York city,360810739002,2021,81875,484,16,0,16
New York city,360810739003,2021,120483,1008,73,61,12
New York city,360810739004,2021,166000,1532,56,0,56
New York city,360810739005,2021,112528,1373,0,0,0
New York city,360810741001,2021,66104,857,65,0,65
New York city,360810741002,2021,76563,983,76,56,20
New York city,360810741003,2021,91369,475,24,23,1
New York city,360810741004,2021,104688,633,10,0,10
New York city,360810743001,2021,59776,1088,40,0,40
New York city,360810743002,2021,80119,810,0,0,0
New York city,360810743003,2021,81307,1425,107,51,56
New York city,360810743004,2021,106023,838,104,71,33
New York city,360810745001,2021,45693,2078,311,166,145
New York city,360810745002,2021,53125,1136,289,23,266
New York city,360810747001,2021,109534,1860,151,151,0
New York city,360810747002,2021,107273,1404,125,29,96
New York city,360810749001,2021,238375,785,5,5,0
New York city,360810749002,2021,207679,598,24,24,0
New York city,360810757011,2021,82917,2022,44,44,0
New York city,360810757012,2021,78359,1059,74,0,74
New York city,360810757013,2021,123750,1651,27,8,19
New York city,360810757021,2021,82181,1482,90,67,23
New York city,360810757022,2021,136214,1877,58,50,8
New York city,360810757023,2021,140461,1975,216,59,157
New York city,360810769012,2021,113281,1911,64,49,15
New York city,360810769021,2021,98438,1106,62,23,39
New York city,360810773001,2021,86094,976,71,14,57
New York city,360810773002,2021,103795,621,22,13,9
New York city,360810775001,2021,75677,954,124,26,98
New York city,360810775002,2021,141735,776,7,7,0
New York city,360810775003,2021,80875,329,11,0,11
New York city,360810779021,2021,132500,731,14,0,14
New York city,360810779022,2021,157169,1559,28,0,28
New York city,360810779023,2021,99327,703,0,0,0
New York city,360810779024,2021,89900,606,0,0,0
New York city,360810779031,2021,86250,618,44,40,4
New York city,360810779032,2021,117734,1134,32,0,32
New York city,360810779033,2021,71705,1429,159,42,117
New York city,360810779042,2021,144559,1305,143,142,1
New York city,360810779043,2021,107500,2091,26,25,1
New York city,360810779051,2021,93197,1828,141,87,54
New York city,360810779052,2021,98536,644,83,38,45
New York city,360810779061,2021,53338,1686,222,101,121
New York city,360810779062,2021,114063,1707,26,16,10
New York city,360810779071,2021,55156,2142,368,0,368
New York city,360810779072,2021,46719,519,315,169,146
New York city,360810779081,2021,56316,1185,651,226,425
New York city,360810788001,2021,113468,1346,79,39,40
New York city,360810788002,2021,93333,622,18,0,18
New York city,360810790001,2021,80161,1087,236,79,157
New York city,360810790002,2021,97583,1360,7,7,0
New York city,360810792001,2021,102740,937,59,46,13
New York city,360810792002,2021,53750,1534,93,84,9
New York city,360810797011,2021,88509,1252,73,0,73
New York city,360810797012,2021,36733,1869,983,480,503
New York city,360810797014,2021,30028,1613,712,361,351
New York city,360810797021,2021,47772,1201,267,49,218
New York city,360810797022,2021,41756,655,98,11,87
New York city,360810799001,2021,82938,796,350,118,232
New York city,360810799002,2021,30984,1265,972,317,655
New York city,360810803011,2021,48158,1186,82,70,12
New York city,360810803012,2021,47476,1042,44,27,17
New York city,360810803013,2021,61591,970,117,41,76
New York city,360810803022,2021,77500,629,83,82,1
New York city,360810803023,2021,62069,1473,208,0,208
New York city,360810809001,2021,89766,1336,277,224,53
New York city,360810809002,2021,45852,646,28,0,28
New York city,360810809003,2021,77667,350,0,0,0
New York city,360810809004,2021,179688,1662,16,0,16
New York city,360810809006,2021,47256,966,390,140,250
New York city,360810809007,2021,83026,515,8,0,8
New York city,360810814001,2021,96755,1653,85,0,85
New York city,360810814002,2021,128750,1473,266,157,109
New York city,360810818001,2021,122000,1629,130,114,16
New York city,360810818002,2021,60521,775,253,54,199
New York city,360810818003,2021,74000,1361,29,29,0
New York city,360810837001,2021,61103,2148,145,14,131
New York city,360810837002,2021,31734,733,182,182,0
New York city,360810837003,2021,145465,1050,73,30,43
New York city,360810838001,2021,96650,1968,111,111,0
New York city,360810838002,2021,82867,1258,171,0,171
New York city,360810838003,2021,106635,1347,22,0,22
New York city,360810840001,2021,79766,1405,479,336,143
New York city,360810840002,2021,91184,1549,0,0,0
New York city,360810840003,2021,147932,1721,0,0,0
New York city,360810840004,2021,100962,684,24,24,0
New York city,360810840005,2021,95208,1260,78,12,66
New York city,360810845001,2021,23042,1493,727,273,454
New York city,360810845002,2021,43152,1140,250,75,175
New York city,360810845003,2021,75776,1087,283,31,252
New York city,360810846011,2021,98558,1288,42,42,0
New York city,360810846012,2021,93984,1638,94,64,30
New York city,360810846021,2021,73036,1013,174,93,81
New York city,360810853001,2021,30388,1947,254,150,104
New York city,360810853002,2021,31202,1287,227,159,68
New York city,360810853003,2021,59034,744,130,34,96
New York city,360810853004,2021,65560,751,402,31,371
New York city,360810855001,2021,29176,871,174,20,154
New York city,360810855002,2021,39399,1633,360,300,60
New York city,360810855003,2021,36389,2219,99,99,0
New York city,360810855004,2021,50223,1432,253,158,95
New York city,360810857001,2021,46121,1516,521,273,248
New York city,360810857002,2021,44808,904,192,78,114
New York city,360810857003,2021,53264,1417,178,69,109
New York city,360810859001,2021,46610,995,284,166,118
New York city,360810859002,2021,43846,1038,503,185,318
New York city,360810859003,2021,61167,2276,359,101,258
New York city,360810861001,2021,55385,976,411,328,83
New York city,360810863001,2021,34611,820,237,236,1
New York city,360810863002,2021,29363,525,173,39,134
New York city,360810863003,2021,21944,840,695,602,93
New York city,360810863004,2021,63080,3202,315,291,24
New York city,360810864001,2021,125028,1411,244,133,111
New York city,360810864002,2021,82833,967,205,159,46
New York city,360810865002,2021,40057,1499,178,96,82
New York city,360810869001,2021,36591,1158,262,138,124
New York city,360810869002,2021,95446,272,0,0,0
New York city,360810871001,2021,132159,657,28,0,28
New York city,360810871002,2021,37167,2186,694,292,402
New York city,360810884002,2021,115313,535,14,14,0
New York city,360810884004,2021,243462,1395,0,0,0
New York city,360810884005,2021,162191,1552,133,96,37
New York city,360810884006,2021,95266,1551,82,82,0
New York city,360810884007,2021,44989,975,0,0,0
New York city,360810884008,2021,87362,1091,4,4,0
New York city,360810907001,2021,83917,1286,284,46,238
New York city,360810919001,2021,50217,1041,176,151,25
New York city,360810919003,2021,105272,1545,47,8,39
New York city,360810922001,2021,166190,1068,19,0,19
New York city,360810922002,2021,157639,861,68,7,61
New York city,360810922003,2021,145250,257,0,0,0
New York city,360810925001,2021,60521,956,66,7,59
New York city,360810925002,2021,55455,811,514,71,443
New York city,360810925003,2021,32468,877,386,24,362
New York city,360810928001,2021,138482,1387,73,73,0
New York city,360810928002,2021,138571,1164,14,0,14
New York city,360810928003,2021,127083,1208,79,72,7
New York city,360810929001,2021,124338,700,30,30,0
New York city,360810929002,2021,44500,785,80,0,80
New York city,360810929003,2021,60281,867,46,14,32
New York city,360810929004,2021,94523,756,198,0,198
New York city,360810934011,2021,138750,1856,52,52,0
New York city,360810934012,2021,82000,771,279,150,129
New York city,360810934013,2021,77684,766,196,172,24
New York city,360810934021,2021,62685,1108,216,71,145
New York city,360810934022,2021,84583,659,177,0,177
New York city,360810934023,2021,132580,2123,62,8,54
New York city,360810938001,2021,64608,1427,194,43,151
New York city,360810938002,2021,61339,1541,217,133,84
New York city,360810938003,2021,55129,728,478,153,325
New York city,360810939001,2021,84007,3422,364,39,325
New York city,360810939002,2021,69500,1329,0,0,0
New York city,360810939003,2021,95365,1118,11,0,11
New York city,360810942011,2021,101619,1705,463,10,453
New York city,360810942021,2021,75458,2545,281,33,248
New York city,360810942022,2021,22210,952,1043,607,436
New York city,360810942031,2021,105492,2063,46,46,0
New York city,360810942032,2021,85078,1221,151,151,0
New York city,360810942034,2021,39115,1127,225,68,157
New York city,360810942035,2021,27268,851,213,43,170
New York city,360810945001,2021,78100,2415,310,235,75
New York city,360810945002,2021,66339,1218,138,68,70
New York city,360810947001,2021,51042,1124,33,20,13
New York city,360810947002,2021,90441,963,204,75,129
New York city,360810954001,2021,50750,1670,569,130,439
New York city,360810954002,2021,110078,1462,0,0,0
New York city,360810954003,2021,77009,2518,390,245,145
New York city,360810964001,2021,73569,2878,606,225,381
New York city,360810964002,2021,94028,2883,537,457,80
New York city,360810972021,2021,33051,2361,1318,846,472
New York city,360810972041,2021,69714,1261,160,31,129
New York city,360810972042,2021,46442,979,119,17,102
New York city,360810972043,2021,57188,957,48,48,0
New York city,360810973001,2021,145547,944,27,27,0
New York city,360810973002,2021,64375,461,6,0,6
New York city,360810973003,2021,138224,829,74,5,69
New York city,360810981001,2021,95750,815,177,107,70
New York city,360810981002,2021,95625,1169,103,10,93
New York city,360810987001,2021,122634,1549,107,80,27
New York city,360810987002,2021,59191,945,205,93,112
New York city,360810991001,2021,77583,2013,378,83,295
New York city,360810991002,2021,116053,1228,57,42,15
New York city,360810991004,2021,66111,1275,18,0,18
New York city,360810991005,2021,150588,2412,0,0,0
New York city,360810992001,2021,29833,2077,1321,417,904
New York city,360810997011,2021,109297,1074,22,18,4
New York city,360810997012,2021,101250,528,54,0,54
New York city,360810997013,2021,92361,1007,177,137,40
New York city,360810997031,2021,124875,1458,18,18,0
New York city,360810997032,2021,91389,1116,55,0,55
New York city,360810997033,2021,117917,1301,18,6,12
New York city,360810997041,2021,102000,1214,16,0,16
New York city,360810997042,2021,64000,1229,216,49,167
New York city,360810997043,2021,84502,2648,98,14,84
New York city,360810997044,2021,75573,248,30,30,0
New York city,360810997051,2021,130833,2584,114,55,59
New York city,360810998011,2021,144286,1325,32,32,0
New York city,360810998012,2021,64604,1555,112,112,0
New York city,360810998013,2021,68261,2149,65,45,20
New York city,360810998014,2021,90927,2205,140,140,0
New York city,360810998015,2021,54819,1154,333,0,333
New York city,360810998021,2021,75054,2440,1025,380,645
New York city,360810998022,2021,64948,1575,196,81,115
New York city,360810998023,2021,14590,797,456,69,387
New York city,360811008011,2021,117632,609,80,21,59
New York city,360811008012,2021,126071,2265,88,24,64
New York city,360811010021,2021,133750,2694,210,54,156
New York city,360811010022,2021,20989,1713,715,263,452
New York city,360811017001,2021,103099,1312,28,0,28
New York city,360811017003,2021,117500,236,7,6,1
New York city,360811017004,2021,62273,1173,226,34,192
New York city,360811017005,2021,109412,659,0,0,0
New York city,360811029001,2021,96121,1946,127,81,46
New York city,360811029002,2021,61354,1621,54,0,54
New York city,360811032011,2021,57000,2312,477,56,421
New York city,360811032013,2021,29375,1189,1249,432,817
New York city,360811032022,2021,70538,1851,275,275,0
New York city,360811032023,2021,84238,2970,432,32,400
New York city,360811032024,2021,37273,882,199,79,120
New York city,360811033001,2021,83750,1823,151,71,80
New York city,360811033002,2021,77238,846,51,32,19
New York city,360811033003,2021,102250,664,27,27,0
New York city,360811033004,2021,91500,1119,103,0,103
New York city,360811039002,2021,73942,2441,169,20,149
New York city,360811039003,2021,41801,965,194,25,169
New York city,360811039004,2021,77708,1983,90,16,74
New York city,360811047001,2021,79605,671,0,0,0
New York city,360811047002,2021,57400,1235,441,0,441
New York city,360811047003,2021,58863,1991,147,144,3
New York city,360811047004,2021,75891,1421,85,43,42
New York city,360811047005,2021,59559,847,171,134,37
New York city,360811059001,2021,73854,953,11,11,0
New York city,360811059002,2021,79679,760,40,18,22
New York city,360811059003,2021,94762,386,11,10,1
New York city,360811059004,2021,141250,1735,51,23,28
New York city,360811072011,2021,91029,2142,285,61,224
New York city,360811085001,2021,69188,750,27,13,14
New York city,360811085002,2021,59167,943,18,18,0
New York city,360811085003,2021,58750,808,31,1,30
New York city,360811093001,2021,150625,1026,103,44,59
New York city,360811093003,2021,175556,1237,134,40,94
New York city,360811097001,2021,96964,524,20,20,0
New York city,360811097002,2021,101563,385,7,7,0
New York city,360811097003,2021,115657,772,6,0,6
New York city,360811099001,2021,103503,1814,74,32,42
New York city,360811099002,2021,83295,1051,24,24,0
New York city,360811099003,2021,73850,449,59,22,37
New York city,360811113001,2021,97734,588,95,95,0
New York city,360811113002,2021,86518,799,144,80,64
New York city,360811113003,2021,127188,971,38,7,31
New York city,360811123001,2021,99886,760,194,126,68
New York city,360811123002,2021,110078,1208,64,48,16
New York city,360811129001,2021,79549,580,0,0,0
New York city,360811129002,2021,103750,634,10,2,8
New York city,360811129003,2021,98750,1028,75,44,31
New York city,360811133001,2021,104527,598,21,21,0
New York city,360811133002,2021,117685,764,33,16,17
New York city,360811139001,2021,47239,954,71,45,26
New York city,360811139002,2021,80421,1571,229,10,219
New York city,360811139003,2021,77375,1000,172,114,58
New York city,360811141001,2021,113750,1641,35,7,28
New York city,360811141002,2021,103828,760,48,22,26
New York city,360811147001,2021,95461,810,31,31,0
New York city,360811147002,2021,85875,1005,64,44,20
New York city,360811151001,2021,81563,814,15,0,15
New York city,360811155001,2021,95982,1275,156,16,140
New York city,360811155002,2021,58603,826,127,114,13
New York city,360811157001,2021,99740,848,29,0,29
New York city,360811157002,2021,59583,1235,227,167,60
New York city,360811157003,2021,52783,677,205,33,172
New York city,360811159001,2021,76335,1056,37,2,35
New York city,360811159002,2021,43638,636,282,24,258
New York city,360811159003,2021,75023,1889,297,123,174
New York city,360811161001,2021,27969,558,459,154,305
New York city,360811161002,2021,30469,1885,476,354,122
New York city,360811167001,2021,53482,1519,545,178,367
New York city,360811171001,2021,67826,598,15,15,0
New York city,360811171002,2021,55966,590,271,204,67
New York city,360811171003,2021,67917,928,108,73,35
New York city,360811175001,2021,95227,899,25,11,14
New York city,360811175002,2021,58906,1136,194,123,71
New York city,360811175003,2021,64234,435,23,2,21
New York city,360811175004,2021,104421,1125,95,67,28
New York city,360811181001,2021,86071,717,45,19,26
New York city,360811181002,2021,74508,824,148,139,9
New York city,360811185001,2021,56000,950,127,34,93
New York city,360811185002,2021,44545,799,54,28,26
New York city,360811187001,2021,80882,1121,135,69,66
New York city,360811187002,2021,38713,1017,224,63,161
New York city,360811189001,2021,46227,990,176,146,30
New York city,360811189002,2021,54524,615,76,0,76
New York city,360811191001,2021,36577,1625,442,140,302
New York city,360811191002,2021,48824,782,92,26,66
New York city,360811193002,2021,40147,634,102,0,102
New York city,360811195001,2021,89583,1444,115,49,66
New York city,360811199001,2021,100000,1351,233,74,159
New York city,360811201001,2021,65156,1203,213,12,201
New York city,360811203001,2021,37321,527,31,0,31
New York city,360811203002,2021,80938,903,223,96,127
New York city,360811205001,2021,50917,1082,307,265,42
New York city,360811215001,2021,88337,1180,221,136,85
New York city,360811215002,2021,116016,1341,97,21,76
New York city,360811215003,2021,82399,1603,322,187,135
New York city,360811223001,2021,84238,1250,190,50,140
New York city,360811223002,2021,152813,656,0,0,0
New York city,360811223003,2021,46615,1004,52,32,20
New York city,360811227021,2021,46700,1053,361,92,269
New York city,360811227023,2021,31372,1130,636,210,426
New York city,360811227024,2021,47033,847,27,0,27
New York city,360811241001,2021,83315,1580,65,10,55
New York city,360811241002,2021,77038,971,112,9,103
New York city,360811241003,2021,62167,1001,242,203,39
New York city,360811247001,2021,111058,717,59,16,43
New York city,360811247003,2021,106523,837,298,273,25
New York city,360811257001,2021,51007,1146,245,81,164
New York city,360811257002,2021,110495,882,106,4,102
New York city,360811257003,2021,70556,792,127,94,33
New York city,360811265001,2021,124805,727,56,54,2
New York city,360811265002,2021,104375,999,61,57,4
New York city,360811267001,2021,90500,580,357,253,104
New York city,360811267002,2021,47981,540,216,178,38
New York city,360811267003,2021,120288,736,238,6,232
New York city,360811277001,2021,101250,613,19,6,13
New York city,360811277003,2021,250000,625,5,2,3
New York city,360811277004,2021,102009,1694,0,0,0
New York city,360811291021,2021,177891,1319,9,9,0
New York city,360811291022,2021,126267,874,12,0,12
New York city,360811291023,2021,167321,649,5,3,2
New York city,360811291024,2021,89898,1022,193,171,22
New York city,360811291031,2021,60972,1448,142,55,87
New York city,360811291032,2021,72639,1465,298,67,231
New York city,360811291033,2021,154167,959,165,16,149
New York city,360811291041,2021,91250,400,3,0,3
New York city,360811291042,2021,77708,940,53,16,37
New York city,360811291043,2021,77159,939,77,77,0
New York city,360811291044,2021,109837,666,1,1,0
New York city,360811291045,2021,116071,1204,101,26,75
New York city,360811301001,2021,151677,891,75,0,75
New York city,360811301002,2021,71792,1007,58,58,0
New York city,360811301003,2021,73750,472,0,0,0
New York city,360811301004,2021,122708,1528,44,30,14
New York city,360811333001,2021,155556,846,35,0,35
New York city,360811333002,2021,121250,538,11,11,0
New York city,360811333003,2021,170141,891,54,11,43
New York city,360811333004,2021,117791,1708,32,6,26
New York city,360811339001,2021,125063,1096,214,150,64
New York city,360811341001,2021,100294,1286,113,113,0
New York city,360811341002,2021,108958,1012,0,0,0
New York city,360811367001,2021,52174,614,0,0,0
New York city,360811367002,2021,86184,281,18,0,18
New York city,360811367003,2021,125225,1145,8,6,2
New York city,360811367004,2021,85118,1845,172,72,100
New York city,360811367005,2021,95000,621,383,298,85
New York city,360811377001,2021,96594,1919,15,0,15
New York city,360811377002,2021,73326,2472,408,322,86
New York city,360811377003,2021,103434,1851,1,0,1
New York city,360811377004,2021,101656,1130,28,8,20
New York city,360811385011,2021,83472,501,51,35,16
New York city,360811385014,2021,94671,1318,27,27,0
New York city,360811399001,2021,118393,371,78,0,78
New York city,360811399002,2021,138750,1180,27,14,13
New York city,360811403001,2021,86048,1085,189,172,17
New York city,360811403002,2021,68516,1433,22,10,12
New York city,360811409011,2021,103500,1206,46,0,46
New York city,360811409021,2021,47012,1242,162,72,90
New York city,360811409022,2021,112885,1155,88,15,73
New York city,360811417002,2021,82763,1457,266,266,0
New York city,360811417003,2021,64000,588,0,0,0
New York city,360811429001,2021,103264,994,0,0,0
New York city,360811429002,2021,50781,1660,15,0,15
New York city,360811429003,2021,95685,901,25,0,25
New York city,360811429004,2021,158455,450,41,41,0
New York city,360811435001,2021,82273,1137,113,94,19
New York city,360811435002,2021,192250,1291,12,0,12
New York city,360811441001,2021,106219,803,193,0,193
New York city,360811441002,2021,86528,625,19,19,0
New York city,360811441003,2021,60278,477,115,7,108
New York city,360811441004,2021,149470,891,38,6,32
New York city,360811447001,2021,78875,841,468,55,413
New York city,360811447002,2021,81875,1900,178,78,100
New York city,360811451011,2021,72045,928,109,73,36
New York city,360811451021,2021,78750,1274,36,31,5
New York city,360811451022,2021,70453,1251,187,101,86
New York city,360811459001,2021,65655,690,87,64,23
New York city,360811459002,2021,102292,1131,17,17,0
New York city,360811459003,2021,106042,873,28,9,19
New York city,360811463001,2021,74587,1333,145,30,115
New York city,360811463002,2021,72891,827,40,12,28
New York city,360811467001,2021,94773,891,87,33,54
New York city,360811467002,2021,113009,885,58,37,21
New York city,360811467003,2021,88981,873,34,26,8
New York city,360811471001,2021,61534,1890,227,69,158
New York city,360811471002,2021,97668,1122,83,15,68
New York city,360811479001,2021,104440,1297,139,0,139
New York city,360811479002,2021,68232,1596,208,63,145
New York city,360811479003,2021,97143,1233,166,1,165
New York city,360811483001,2021,82750,845,91,71,20
New York city,360811483002,2021,78796,511,16,16,0
New York city,360811483003,2021,153420,802,13,13,0
New York city,360811483004,2021,171146,666,16,16,0
New York city,360811507011,2021,117813,1314,10,0,10
New York city,360811507012,2021,151578,1260,8,8,0
New York city,360811507013,2021,129125,672,28,0,28
New York city,360811507021,2021,198875,1199,67,5,62
New York city,360811507022,2021,107028,652,16,16,0
New York city,360811507023,2021,62396,857,18,18,0
New York city,360811507024,2021,85536,268,3,0,3
New York city,360811529011,2021,152155,1342,104,104,0
New York city,360811529012,2021,72500,2851,332,163,169
New York city,360811529013,2021,54453,1248,414,11,403
New York city,360811529022,2021,169688,879,0,0,0
New York city,360811529023,2021,81536,1653,162,153,9
New York city,360811529024,2021,99569,2492,114,65,49
New York city,360811551011,2021,60800,1814,261,53,208
New York city,360811567001,2021,61406,845,452,269,183
New York city,360811571011,2021,79593,478,74,74,0
New York city,360811571012,2021,96100,1228,79,0,79
New York city,360811571013,2021,101382,766,0,0,0
New York city,360811571014,2021,78045,1524,0,0,0
New York city,360811571015,2021,101458,904,0,0,0
New York city,360811571016,2021,110298,2110,213,12,201
New York city,360811571017,2021,99303,958,24,24,0
New York city,360811571018,2021,124783,531,0,0,0
New York city,360811571021,2021,86250,934,96,41,55
New York city,360811571022,2021,120833,1147,112,62,50
New York city,360811579011,2021,175542,827,0,0,0
New York city,360811579012,2021,142361,796,10,0,10
New York city,360811579013,2021,95573,963,180,0,180
New York city,360811579014,2021,109643,1363,189,62,127
New York city,360811579015,2021,75577,545,425,0,425
New York city,360811579016,2021,103889,498,29,0,29
New York city,360811579021,2021,250000,513,50,4,46
New York city,360811579022,2021,106932,548,0,0,0
New York city,360811579023,2021,94904,929,0,0,0
New York city,360811579024,2021,61002,1061,80,16,64
New York city,360811579025,2021,113188,979,0,0,0
New York city,360811579031,2021,108913,730,0,0,0
New York city,360811579032,2021,72241,1060,2,2,0
New York city,360811579033,2021,100455,1361,0,0,0
New York city,360811579034,2021,143889,1136,89,80,9
New York city,360811617001,2021,106111,1412,187,167,20
New York city,360811617002,2021,154571,749,41,33,8
New York city,360811617003,2021,142672,816,20,20,0
New York city,360811617004,2021,107656,1679,229,126,103
New York city,360811621001,2021,117188,1276,89,89,0
New York city,360811621002,2021,53906,1575,92,92,0
New York city,360811621003,2021,93083,1201,54,9,45
New York city,360811621004,2021,124141,712,7,7,0
New York city,360811621005,2021,95781,1136,102,37,65
New York city,360850003001,2021,49033,834,107,60,47
New York city,360850003002,2021,109375,960,265,139,126
New York city,360850006002,2021,37969,1719,330,207,123
New York city,360850007002,2021,126534,1154,37,37,0
New York city,360850007004,2021,31000,948,255,59,196
New York city,360850008001,2021,84297,1614,117,68,49
New York city,360850008002,2021,90443,1791,286,129,157
New York city,360850008003,2021,67569,1868,75,48,27
New York city,360850009001,2021,63542,1329,125,89,36
New York city,360850011001,2021,57014,650,224,69,155
New York city,360850017001,2021,95781,542,30,10,20
New York city,360850017002,2021,40679,672,299,55,244
New York city,360850018001,2021,78295,485,0,0,0
New York city,360850020011,2021,60201,1185,234,61,173
New York city,360850020012,2021,84890,1414,50,0,50
New York city,360850020021,2021,103681,1686,115,46,69
New York city,360850020022,2021,72604,1231,59,0,59
New York city,360850021001,2021,71563,1040,270,268,2
New York city,360850021002,2021,54632,1471,201,178,23
New York city,360850027001,2021,21563,124,195,98,97
New York city,360850029001,2021,61576,660,217,200,17
New York city,360850029002,2021,11335,868,1292,753,539
New York city,360850029003,2021,89896,1067,22,13,9
New York city,360850029004,2021,54708,652,169,86,83
New York city,360850033001,2021,99786,1549,140,81,59
New York city,360850033002,2021,97321,1977,82,32,50
New York city,360850036001,2021,148479,1871,68,9,59
New York city,360850036002,2021,75227,1171,78,0,78
New York city,360850039001,2021,92273,758,20,12,8
New York city,360850039002,2021,81406,1114,115,96,19
New York city,360850047001,2021,100357,1598,157,143,14
New York city,360850047002,2021,101346,735,33,0,33
New York city,360850050001,2021,103697,2504,174,20,154
New York city,360850050002,2021,47500,914,439,240,199
New York city,360850050003,2021,143125,585,0,0,0
New York city,360850064001,2021,181234,988,3,3,0
New York city,360850064002,2021,90114,514,67,49,18
New York city,360850064003,2021,40813,1283,620,118,502
New York city,360850067002,2021,132368,1051,105,78,27
New York city,360850067003,2021,135096,601,48,35,13
New York city,360850074001,2021,74583,2040,80,14,66
New York city,360850074002,2021,40317,2307,571,343,228
New York city,360850075002,2021,101682,1331,0,0,0
New York city,360850075003,2021,99932,1747,268,229,39
New York city,360850077001,2021,80761,1321,325,234,91
New York city,360850081001,2021,31050,1164,327,92,235
New York city,360850081002,2021,71875,821,103,59,44
New York city,360850081003,2021,78438,1588,201,192,9
New York city,360850096011,2021,100104,2067,83,0,83
New York city,360850096012,2021,111406,2106,251,112,139
New York city,360850096021,2021,122679,950,64,41,23
New York city,360850096022,2021,78542,614,70,48,22
New York city,360850096023,2021,69000,1626,19,3,16
New York city,360850105001,2021,118036,761,93,93,0
New York city,360850105002,2021,119167,584,20,13,7
New York city,360850105003,2021,155972,658,0,0,0
New York city,360850105004,2021,35625,813,389,83,306
New York city,360850105005,2021,66786,1096,75,20,55
New York city,360850112011,2021,68864,1405,144,0,144
New York city,360850112012,2021,83625,1566,35,18,17
New York city,360850114011,2021,78971,755,24,0,24
New York city,360850114012,2021,45667,1902,592,2,590
New York city,360850114021,2021,110781,1181,13,0,13
New York city,360850114022,2021,69471,1297,108,43,65
New York city,360850114023,2021,79821,861,72,72,0
New York city,360850121001,2021,134632,1017,40,2,38
New York city,360850121002,2021,117344,690,0,0,0
New York city,360850121003,2021,175126,1318,11,4,7
New York city,360850122001,2021,170275,1714,13,13,0
New York city,360850122002,2021,59635,974,9,9,0
New York city,360850122003,2021,118750,706,0,0,0
New York city,360850122004,2021,83177,549,10,10,0
New York city,360850125001,2021,125757,990,157,104,53
New York city,360850125002,2021,81875,791,184,162,22
New York city,360850125003,2021,124917,844,47,8,39
New York city,360850128041,2021,66250,1728,222,88,134
New York city,360850128042,2021,103250,2528,87,79,8
New York city,360850128051,2021,114495,1799,199,39,160
New York city,360850128061,2021,80972,766,27,0,27
New York city,360850128062,2021,58628,601,150,109,41
New York city,360850128063,2021,30779,1497,271,170,101
New York city,360850132011,2021,120436,654,21,8,13
New York city,360850132012,2021,130721,691,51,42,9
New York city,360850132031,2021,86087,1292,112,0,112
New York city,360850132032,2021,125577,2482,256,26,230
New York city,360850132033,2021,120724,2400,141,3,138
New York city,360850132041,2021,101221,1362,103,101,2
New York city,360850132042,2021,92917,2347,190,10,180
New York city,360850132043,2021,97778,1118,126,60,66
New York city,360850133011,2021,16250,495,590,251,339
New York city,360850133022,2021,53942,856,538,322,216
New York city,360850133023,2021,139167,1796,241,104,137
New York city,360850134001,2021,108304,1047,290,213,77
New York city,360850134002,2021,59063,971,49,10,39
New York city,360850134003,2021,62813,1103,765,117,648
New York city,360850138001,2021,124214,919,54,53,1
New York city,360850138002,2021,96667,1058,51,15,36
New York city,360850138003,2021,155606,1579,63,63,0
New York city,360850138004,2021,126932,903,33,33,0
New York city,360850138005,2021,143488,2001,44,24,20
New York city,360850141001,2021,52396,948,233,187,46
New York city,360850141002,2021,64000,907,309,183,126
New York city,360850146041,2021,138281,1342,0,0,0
New York city,360850146042,2021,155833,1976,0,0,0
New York city,360850146043,2021,92147,2243,137,29,108
New York city,360850146044,2021,128396,1694,0,0,0
New York city,360850146051,2021,121429,2063,99,88,11
New York city,360850146052,2021,116000,1777,104,77,27
New York city,360850146061,2021,84028,1204,179,179,0
New York city,360850146062,2021,59881,2084,87,0,87
New York city,360850146063,2021,120481,1587,0,0,0
New York city,360850146064,2021,194934,591,0,0,0
New York city,360850146071,2021,121875,2556,426,0,426
New York city,360850146072,2021,107500,1809,50,14,36
New York city,360850146081,2021,92611,1061,229,3,226
New York city,360850146082,2021,123750,2003,11,11,0
New York city,360850147001,2021,116620,662,0,0,0
New York city,360850147002,2021,80521,1377,28,27,1
New York city,360850147003,2021,104093,1171,50,28,22
New York city,360850151001,2021,106711,2798,226,213,13
New York city,360850151003,2021,151250,876,19,19,0
New York city,360850151004,2021,105150,913,0,0,0
New York city,360850151005,2021,61345,759,0,0,0
New York city,360850156011,2021,110385,1532,78,52,26
New York city,360850156012,2021,90701,515,32,14,18
New York city,360850156013,2021,143832,824,37,0,37
New York city,360850156014,2021,121964,1112,35,35,0
New York city,360850156015,2021,127321,707,0,0,0
New York city,360850156016,2021,146164,1390,0,0,0
New York city,360850156021,2021,131701,755,43,24,19
New York city,360850156022,2021,116538,748,0,0,0
New York city,360850156023,2021,138929,774,1,0,1
New York city,360850156024,2021,104643,904,308,268,40
New York city,360850156031,2021,63009,1033,106,0,106
New York city,360850156032,2021,94216,1737,212,103,109
New York city,360850156033,2021,73420,1650,165,0,165
New York city,360850169011,2021,157614,1399,58,50,8
New York city,360850169012,2021,104904,2294,119,110,9
New York city,360850170051,2021,88170,2591,91,8,83
New York city,360850170052,2021,109952,2070,121,121,0
